Make,Model,Year,MPG City,MPG Highway,Gears,Drive Type,Horsepower,Torque,Length,Height,Width
Ferrari,2010 Ferrari 612 Scaglietti,2010,9,16,6,RWD,540,434,38,63,163
Ford,2010 Ford Crown Victoria,2010,12,17,4,RWD,224,265,8,162,171
Ford,2010 Ford Edge,2010,18,25,6,FWD,265,250,108,165,133
Ford,2010 Ford Escape,2010,22,28,5,FWD,171,171,85,188,13
Ford,2010 Ford Expedition,2010,14,20,6,RWD,310,365,125,168,209
Ford,2010 Ford Explorer,2010,14,20,5,FWD,210,254,48,57,79
Ford,2010 Ford F-150,2010,14,18,6,AWD,310,365,253,135,212
Ford,2010 Ford Flex,2010,17,24,6,FWD,262,248,5,191,135
Ford,2010 Ford Focus Coupe,2010,24,35,5,FWD,140,136,93,208,188
Ford,2010 Ford Focus Sedan,2010,24,35,5,FWD,140,136,93,208,186
Ford,2010 Ford Fusion,2010,22,31,6,FWD,175,172,233,165,41
Ford,2010 Ford Mustang Convertible,2010,18,26,5,RWD,210,240,169,144,85
Ford,2010 Ford Mustang Coup,2010,18,26,5,RWD,210,240,169,132,85
Ford,2010 Ford Mustang Shelby GT500 Convertible,2010,14,22,6,RWD,550,510,172,139,85
Ford,2010 Ford Mustang Shelby GT500 Coupe,2010,15,23,6,RWD,550,510,172,104,85
Ford,2010 Ford Ranger,2010,22,27,5,RWD,143,154,202,145,224
Ford,2010 Ford Taurus,2010,18,28,6,FWD,263,249,33,5,143
Ford,2010 Transit Connect Van,2010,22,25,4,FWD,136,128,237,222,3
Ford,2010 Transit Connect Wagon,2010,22,25,4,FWD,136,128,237,222,3
Ford,2011 Ford E-150 Van,2011,13,17,4,RWD,225,286,128,44,224
Ford,2011 Ford E-150 Wagon,2011,13,16,4,RWD,225,286,128,37,224
Ford,2011 Ford E-250 Van,2011,13,17,4,RWD,225,286,128,105,224
Ford,2011 Ford E-350 Super Duty Van,2011,12,15,4,RWD,255,350,128,77,224
Ford,2011 Ford E-350 Super Duty Wagon,2011,11,15,4,RWD,255,350,128,62,224
Ford,2011 Ford Edge,2011,19,26,6,FWD,285,253,70,165,138
Ford,2011 Ford Escape,2011,23,28,5,FWD,171,171,85,188,13
Ford,2011 Ford Expedition,2011,10,15,6,RWD,310,365,125,181,209
Ford,2011 Ford Explorer,2011,17,25,6,FWD,290,255,142,252,212
Ford,2011 Ford F-150,2011,15,21,6,RWD,360,380,253,135,212
Ford,2011 Ford Fiesta Hatchback,2011,28,37,5,FWD,120,112,226,193,160
Ford,2011 Ford Fiesta Sedan,2011,38,37,5,FWD,120,112,57,193,160
Ford,2011 Ford Flex,2011,17,24,6,FWD,262,248,5,191,135
Ford,2011 Ford Focus Sedan,2011,25,35,5,FWD,140,136,93,208,186
Ford,2011 Ford Fusion,2011,22,29,6,FWD,175,172,233,165,41
Ford,2011 Ford Mustang Convertible,2011,19,29,6,RWD,305,280,169,144,85
Ford,2011 Ford Mustang Coup,2011,19,29,6,RWD,305,280,169,144,85
Ford,2011 Ford Mustang Shelby GT500 Convertible,2011,15,23,6,RWD,550,510,172,139,85
Ford,2011 Ford Ranger,2011,22,27,5,RWD,143,154,202,145,224
Ford,2011 Ford Shelby GT500 Coupe,2011,15,23,6,RWD,550,510,172,104,85
Ford,2011 Ford Taurus,2011,18,28,6,FWD,263,249,33,5,143
Ford,2011 Transit Connect Van,2011,21,26,4,FWD,136,128,237,222,3
Ford,2011 Transit Connect Wagon,2011,21,26,4,FWD,136,128,237,222,3
Ford,2012 Ford E-150 Van,2012,13,17,4,RWD,225,286,128,44,224
Ford,2012 Ford E-150 Wagon,2012,13,16,4,RWD,225,286,128,37,224
Ford,2012 Ford E-250 Van,2012,13,17,4,RWD,225,286,128,105,224
Ford,2012 Ford E-350 Super Duty Van,2012,12,16,4,RWD,255,350,128,77,224
Ford,2012 Ford E-350 Super Duty Wagon,2012,9,11,4,RWD,255,350,128,62,224
Ford,2012 Ford Edge,2012,19,27,6,FWD,285,253,70,165,138
Ford,2012 Ford Escape,2012,23,28,5,FWD,171,171,85,188,13
Ford,2012 Ford Expedition,2012,10,14,6,RWD,310,365,125,168,209
Ford,2012 Ford Explorer,2012,18,25,6,FWD,290,255,142,252,212
Ford,2012 Ford Fiesta Hatchback,2012,29,38,5,FWD,120,112,226,193,186
Ford,2012 Ford Fiesta Sedan,2012,29,38,5,FWD,120,112,57,193,186
Ford,2012 Ford Flex,2012,17,24,6,FWD,262,248,5,191,135
Ford,2012 Ford Focus 5-Door,2012,26,36,5,FWD,160,146,6,185,31
Ford,2012 Ford Focus Sedan,2012,26,36,5,FWD,160,146,181,185,31
Ford,2012 Ford Fusion,2012,22,32,6,FWD,175,172,233,162,41
Ford,2012 Ford Mustang Convertible,2012,19,30,6,RWD,305,280,169,137,85
Ford,2012 Ford Mustang Coup,2012,19,29,6,RWD,305,280,169,137,85
Ford,2012 Ford Mustang Shelby GT500 Convertible,2012,15,23,6,RWD,550,510,172,127,85
Ford,2012 Ford Mustang Shelby GT500 Coupe,2012,15,23,6,RWD,550,510,172,119,85
Ford,2012 Ford Taurus,2012,18,28,6,FWD,263,249,33,5,143
Ford,2012 Ford Transit Connect Van,2012,21,27,4,FWD,136,128,235,222,3
Ford,2012 Ford Transit Connect Wagon,2012,22,27,4,FWD,136,128,235,222,3
GMC,2010 GMC Acadia,2010,17,24,6,FWD,288,270,233,57,194
GMC,2010 GMC Canyon,2010,18,25,5,RWD,185,190,22,127,181
GMC,2010 GMC Savana,2010,10,13,4,RWD,310,334,60,24,224
GMC,2010 GMC Sierra 1500,2010,10,14,4,RWD,302,305,70,74,240
GMC,2010 GMC Sierra 1500 Hybrid,2010,21,22,4,RWD,332,367,207,82,240
GMC,2010 GMC Terrain,2010,22,32,6,FWD,182,172,98,148,57
GMC,2010 GMC Yukon,2010,15,21,6,RWD,320,335,10,161,214
GMC,2010 GMC Yukon Hybrid,2010,21,22,4,RWD,332,367,10,161,214
GMC,2010 GMC Yukon XL,2011,11,16,6,RWD,320,335,16,158,217
GMC,2011 GMC Acadia,2011,17,24,6,FWD,288,270,233,57,194
GMC,2011 GMC Canyon,2011,18,25,5,RWD,185,190,22,112,181
GMC,2011 GMC Savana,2011,10,13,4,RWD,310,334,60,77,219
GMC,2011 GMC Sierra 1500,2011,15,20,4,RWD,195,260,102,77,240
GMC,2011 GMC Sierra 1500 Hybrid,2011,20,23,4,RWD,332,367,207,82,240
GMC,2011 GMC Terrain,2011,22,32,6,FWD,182,172,98,148,57
GMC,2011 GMC Yukon,2011,11,16,6,RWD,320,335,10,161,214
GMC,2011 GMC Yukon Hybrid,2011,20,23,4,RWD,332,367,10,161,214
GMC,2011 GMC Yukon XL,2011,15,21,6,RWD,320,335,16,158,217
GMC,2012 GMC Acadia,2012,17,24,6,FWD,288,270,233,239,194
GMC,2012 GMC Savana,2012,10,13,4,RWD,310,334,60,77,219
GMC,2012 GMC Terrain,2012,22,32,6,FWD,182,172,98,148,194
GMC,2012 GMC Yukon,2012,15,21,6,RWD,320,335,10,161,214
GMC,2012 GMC Yukon Hybrid,2012,20,23,4,RWD,332,367,10,161,214
GMC,2012 GMC Yukon XL,2012,15,21,6,RWD,320,335,16,158,217
Honda,2010 Honda Accord Coupe,2010,17,25,6,FWD,271,251,240,152,57
Honda,2010 Honda Accord Crosstour Hatchback,2010,18,27,5,FWD,271,254,134,135,105
Honda,2010 Honda Accord Sedan,2010,22,31,5,FWD,177,161,66,58,54
Honda,2010 Honda CR-V,2010,21,28,5,FWD,180,161,166,142,26
Honda,2010 Honda Civic Coup,2010,26,34,5,FWD,140,128,105,117,214
Honda,2010 Honda Civic Sedan,2010,26,34,5,FWD,140,128,151,155,216
Honda,2010 Honda Element,2010,20,25,5,FWD,166,161,219,252,26
Honda,2010 Honda Fit,2010,27,33,5,FWD,117,106,8,244,158
Honda,2010 Honda Odyssey,2010,16,23,5,FWD,244,240,13,211,166
Honda,2010 Honda Pilot,2010,17,23,5,FWD,250,253,240,11,201
Honda,2010 Honda Ridgeline,2010,15,20,5,AWD,250,247,137,249,184
Honda,2011 Honda Accord Coup,2011,23,32,5,FWD,190,162,240,152,57
Honda,2011 Honda Accord Crosstour Hatchback,2011,18,27,5,FWD,271,254,134,132,105
Honda,2011 Honda Accord Sedan,2011,23,33,5,FWD,177,161,86,195,54
Honda,2011 Honda CR-V,2011,21,28,5,FWD,180,161,202,142,26
Honda,2011 Honda CR-Z,2011,31,37,6,FWD,122,128,239,114,203
Honda,2011 Honda Civic Coup,2011,26,34,5,FWD,140,128,105,117,214
Honda,2011 Honda Civic Sedan,2011,26,34,5,FWD,140,128,151,155,216
Honda,2011 Honda Element,2011,20,25,5,FWD,166,161,219,252,26
Honda,2011 Honda Fit,2011,27,33,5,FWD,117,106,8,244,158
Honda,2011 Honda Odyssey,2011,18,27,5,FWD,248,250,33,201,219
Honda,2011 Honda Pilot,2011,17,23,5,FWD,250,253,240,11,201
Honda,2011 Honda Ridgeline,2011,15,20,5,AWD,250,247,137,249,184
Honda,2012 Honda Accord Coupe,2012,23,32,5,FWD,190,162,243,152,57
Honda,2012 Honda Accord Crosstour Hatchback,2012,18,27,5,FWD,271,254,134,132,105
Honda,2012 Honda Accord Sedan,2012,23,34,5,FWD,177,161,86,195,54
Honda,2012 Honda CR-Z,2012,31,37,6,FWD,122,128,239,114,203
Honda,2012 Honda Civic Coupe,2012,28,36,5,FWD,140,128,105,117,216
Honda,2012 Honda Civic Sedan,2012,28,39,5,FWD,140,128,151,155,216
Honda,2012 Honda Fit,2012,27,33,5,FWD,117,106,8,244,158
Honda,2012 Honda Odyssey,2012,18,27,5,FWD,248,250,33,201,219
Honda,2012 Honda Pilot,2012,18,25,5,FWD,250,253,253,3,201
Hyundai,2009 Hyundai Elantra Touring,2009,23,31,5,FWD,138,136,123,238,229
Hyundai,2010 Hyundai Accent Hatchback,2010,28,34,5,FWD,110,106,206,190,158
Hyundai,2010 Hyundai Accent Sedan,2010,28,34,5,FWD,110,106,183,190,158
Hyundai,2010 Hyundai Azera,2010,17,26,5,FWD,263,257,30,210,57
Hyundai,2010 Hyundai Elantra Sedan,2010,26,34,4,FWD,138,136,153,200,239
Hyundai,2010 Hyundai Elantra Touring,2010,23,31,5,FWD,138,136,123,238,229
Hyundai,2010 Hyundai Genesis Coupe,2010,21,30,6,RWD,210,223,22,104,72
Hyundai,2010 Hyundai Genesis Sedan,2010,17,25,6,RWD,368,324,111,200,97
Hyundai,2010 Hyundai Santa Fe,2010,20,26,6,FWD,276,248,68,188,97
Hyundai,2010 Hyundai Sonata,2010,22,32,5,FWD,175,168,190,193,39
Hyundai,2010 Hyundai Tucson,2010,23,31,6,FWD,176,168,47,148,29
Hyundai,2010 Hyundai Veracruz,2010,16,22,6,AWD,260,257,233,13,153
Hyundai,2011 Hyundai Accent Hatchback,2011,27,36,4,FWD,110,106,206,190,158
Hyundai,2011 Hyundai Accent Sedan,2011,27,36,4,FWD,110,106,183,190,158
Hyundai,2011 Hyundai Azera,2011,20,28,6,FWD,260,233,45,210,57
Hyundai,2011 Hyundai Elantra Sedan,2011,29,40,6,FWD,148,131,176,155,239
Hyundai,2011 Hyundai Elantra Touring,2011,23,31,5,FWD,138,136,123,238,229
Hyundai,2011 Hyundai Equus,2011,16,24,6,RWD,385,333,38,210,97
Hyundai,2011 Hyundai Genesis Coupe,2011,20,30,5,RWD,210,223,22,104,72
Hyundai,2011 Hyundai Genesis Sedan,2011,18,27,6,RWD,290,264,111,195,97
Hyundai,2011 Hyundai Santa Fe,2011,20,28,6,FWD,175,169,68,188,97
Hyundai,2011 Hyundai Sonata,2011,22,35,6,FWD,200,186,212,190,41
Hyundai,2011 Hyundai Sonata Hybrid,2011,35,40,6,FWD,166,154,212,185,41
Hyundai,2011 Hyundai Tucson,2011,23,31,6,FWD,165,146,47,120,29
Hyundai,2011 Hyundai Veracruz,2011,17,22,6,FWD,260,257,233,13,153
Hyundai,2012 Hyundai Accent Hatchback,2012,30,40,6,FWD,138,123,18,170,163
Hyundai,2012 Hyundai Accent Sedan,2012,30,40,6,FWD,138,123,16,170,163
Hyundai,2012 Hyundai Elantra Sedan,2012,29,40,6,FWD,145,130,176,155,239
Hyundai,2012 Hyundai Elantra Touring,2012,23,30,4,FWD,138,136,133,238,229
Hyundai,2012 Hyundai Equus,2012,15,23,8,RWD,429,376,38,210,97
Hyundai,2012 Hyundai Genesis Coupe,2012,21,30,6,RWD,210,223,22,104,72
Hyundai,2012 Hyundai Genesis Sedan,2012,17,26,8,RWD,385,333,122,200,97
Hyundai,2012 Hyundai Santa Fe,2012,20,26,6,AWD,276,248,68,188,97
Hyundai,2012 Hyundai Sonata,2012,24,35,6,FWD,198,184,212,190,41
Hyundai,2012 Hyundai Tucson,2012,23,31,6,FWD,165,146,47,120,29
Hyundai,2012 Hyundai Veloster,2012,28,40,6,FWD,138,123,122,119,254
Hyundai,2012 Hyundai Veracruz,2012,17,22,6,FWD,260,257,233,214,153
Infiniti,2009 Infiniti EX,2009,17,24,5,RWD,297,253,22,54,11
Infiniti,2009 Infiniti G37 Convertible,2009,17,25,7,RWD,325,267,47,119,59
Infiniti,2009 Infiniti M,2009,17,25,7,RWD,303,262,66,228,13
Infiniti,2010 Infiniti EX,2010,17,24,5,RWD,297,253,22,36,11
Infiniti,2010 Infiniti FX,2010,16,21,7,RWD,303,262,251,115,135
Infiniti,2010 Infiniti G37 Convertible,2010,17,25,7,RWD,325,267,47,119,59
Infiniti,2010 Infiniti G37 Coupe,2010,19,27,7,RWD,330,270,42,111,31
Infiniti,2010 Infiniti G37 Sedan,2010,19,27,7,RWD,328,269,141,172,236
Infiniti,2010 Infiniti M,2010,17,25,7,RWD,303,262,66,228,13
Infiniti,2010 Infiniti QX56,2010,12,18,5,RWD,320,393,135,184,209
Infiniti,2011 Infiniti EX,2011,17,24,7,RWD,297,253,22,36,11
Infiniti,2011 Infiniti FX,2011,16,23,7,RWD,303,262,251,115,135
Infiniti,2011 Infiniti G25,2011,20,29,7,RWD,218,187,164,172,236
Infiniti,2011 Infiniti G37 Convertible,2011,17,25,7,RWD,325,267,47,119,59
Infiniti,2011 Infiniti G37 Coupe,2011,19,27,7,RWD,330,270,42,111,31
Infiniti,2011 Infiniti G37 Sedan,2011,19,27,7,RWD,328,269,164,172,236
Infiniti,2011 Infiniti IPL G Coupe,2011,17,25,6,RWD,348,276,93,114,31
Infiniti,2011 Infiniti M,2011,18,26,7,RWD,330,270,81,221,13
Infiniti,2011 Infiniti QX56,2011,14,20,7,RWD,400,413,170,128,237
Infiniti,2012 Infiniti EX,2012,17,24,7,RWD,297,253,22,36,11
Infiniti,2012 Infiniti FX,2012,16,23,7,RWD,303,262,251,142,135
Infiniti,2012 Infiniti G25,2012,20,29,7,RWD,218,187,164,172,236
Infiniti,2012 Infiniti G37 Convertible,2012,17,25,7,RWD,325,267,47,117,59
Infiniti,2012 Infiniti G37 Coupe,2012,19,27,7,RWD,330,270,42,111,31
Infiniti,2012 Infiniti G37 Sedan,2012,19,27,7,RWD,328,269,164,172,236
Infiniti,2012 Infiniti IPL G Coupe,2012,19,27,7,RWD,348,276,93,114,31
Infiniti,2012 Infiniti M,2012,18,26,7,RWD,330,270,81,221,52
Infiniti,2012 Infiniti M Hybrid,2012,27,32,7,RWD,302,258,81,221,52
Infiniti,2012 Infiniti QX56,2012,14,20,7,RWD,400,413,170,133,237
Jaguar,2010 Jaguar XF,2010,16,25,6,RWD,300,310,96,180,85
Jaguar,2010 Jaguar XJ,2010,16,23,6,RWD,385,380,3,167,102
Jaguar,2010 Jaguar XK Convertible,2010,16,22,6,RWD,385,380,184,48,100
Jaguar,2010 Jaguar XK Coup,2010,15,22,6,RWD,510,461,184,40,100
Jaguar,2011 Jaguar XF,2011,16,23,6,RWD,385,380,96,180,85
Jaguar,2011 Jaguar XJ,2011,16,23,6,RWD,385,380,3,167,102
Jaguar,2011 Jaguar XK Convertible,2011,16,22,6,RWD,385,380,184,48,100
Jaguar,2011 Jaguar XK Coup,2011,16,24,6,RWD,385,380,184,40,100
Jaguar,2012 Jaguar XF,2012,16,26,6,RWD,385,380,97,180,5
Jaguar,2012 Jaguar XJ,2012,16,26,6,RWD,385,380,2,168,62
Jaguar,2012 Jaguar XK Convertible,2012,16,22,6,RWD,385,380,186,49,240
Jaguar,2012 Jaguar XK Coup,2012,15,22,6,RWD,550,502,186,32,240
Jeep,2010 Jeep Commander,2010,15,20,5,RWD,210,235,179,128,107
Jeep,2010 Jeep Compass,2010,23,29,5,FWD,158,141,52,120,224
Jeep,2010 Jeep Grand Cherokee,2010,16,21,5,RWD,210,235,167,214,52
Jeep,2010 Jeep Liberty,2010,16,22,4,RWD,210,235,141,244,46
Jeep,2010 Jeep Patriot,2010,23,29,5,FWD,158,141,57,132,219
Jeep,2010 Jeep Wrangler,2010,15,19,6,AWD,205,240,41,8,55
Jeep,2011 Jeep Compass,2011,23,29,5,FWD,158,141,52,120,224
Jeep,2011 Jeep Grand Cherokee,2011,16,23,5,RWD,290,260,212,224,146
Jeep,2011 Jeep Liberty,2011,16,22,4,RWD,210,235,120,19,64
Jeep,2011 Jeep Patriot,2011,23,29,5,FWD,158,141,62,127,221
Jeep,2011 Jeep Wrangler,2011,15,19,6,AWD,202,237,41,34,79
Jeep,2012 Jeep Compass,2012,22,28,5,AWD,172,165,95,115,21
Jeep,2012 Jeep Grand Cherokee,2012,12,18,5,AWD,465,465,251,193,166
Jeep,2012 Jeep Liberty,2012,15,21,4,AWD,210,235,141,11,44
Jeep,2012 Jeep Patriot,2012,22,28,5,AWD,172,165,62,160,221
Jeep,2012 Jeep Wrangler,2012,17,21,5,AWD,285,260,41,34,79
Kia,2010 Kia Forte,2010,25,34,5,FWD,156,144,176,180,239
Kia,2010 Kia Forte Koup,2010,25,34,5,FWD,156,144,128,119,229
Kia,2010 Kia Optima,2010,22,32,5,FWD,175,169,192,200,13
Kia,2010 Kia Rio,2010,28,34,5,FWD,110,107,153,190,158
Kia,2010 Kia Rio5,2010,28,34,5,FWD,110,107,185,190,158
Kia,2010 Kia Sedona,2010,17,23,5,FWD,244,253,202,224,191
Kia,2010 Kia Soul,2010,26,31,5,FWD,122,115,8,74,249
Kia,2010 Kia Sportage,2010,20,25,5,FWD,140,136,255,158,8
Kia,2011 Kia Forte,2011,25,34,6,FWD,156,144,176,180,239
Kia,2011 Kia Forte 5-Door,2011,25,34,6,FWD,156,144,244,180,239
Kia,2011 Kia Forte Koup,2011,24,33,6,FWD,156,144,128,119,229
Kia,2011 Kia Optima,2011,24,35,6,FWD,200,186,235,175,39
Kia,2011 Kia Optima Hybrid,2011,36,40,6,FWD,166,154,235,170,39
Kia,2011 Kia Rio,2011,28,34,5,FWD,110,107,143,190,158
Kia,2011 Kia Rio5,2011,27,36,4,FWD,110,107,175,190,158
Kia,2011 Kia Sedona,2011,18,25,6,FWD,271,248,10,24,191
Kia,2011 Kia Sorento,2011,20,27,6,FWD,175,169,63,173,92
Kia,2011 Kia Soul,2011,26,31,5,FWD,122,115,8,74,249
Kia,2011 Kia Sportage,2011,21,29,6,FWD,176,168,87,99,62
Kia,2012 Kia Forte,2012,25,34,6,FWD,156,144,176,180,239
Kia,2012 Kia Forte 5-Door,2012,26,36,6,FWD,156,144,244,180,239
Kia,2012 Kia Forte Koup,2012,24,33,6,FWD,156,144,128,119,229
Kia,2012 Kia Optima,2012,24,35,6,FWD,200,186,235,174,38
Kia,2012 Kia Rio 5-Door,2012,30,40,6,FWD,138,123,206,175,183
Kia,2012 Kia Sedona,2012,18,25,6,FWD,271,248,10,224,191
Kia,2012 Kia Sorento,2012,20,27,6,FWD,175,169,63,173,92
Kia,2012 Kia Soul,2012,27,35,6,FWD,138,123,23,74,249
Kia,2012 Kia Sportage,2012,21,29,6,FWD,176,168,87,99,62
Lamborghini,2010 Lamborghini Gallardo Coupe,2010,12,20,6,RWD,550,398,249,141,107
Lamborghini,2011 Lamborghini Gallardo Coupe,2011,12,20,6,AWD,560,398,249,141,107
Lamborghini,2012 Lamborghini Gallardo Coup,2012,12,20,6,AWD,552,398,249,141,108
Lamborghini,2012 Lamborghini Gallardo Spyder,2012,12,20,6,AWD,552,398,249,160,108
Land Rover,2010 Land Rover LR2,2010,15,22,6,AWD,230,234,146,203,115
Land Rover,2010 Land Rover LR4,2010,12,17,6,AWD,375,375,220,95,123
Land Rover,2010 Land Rover Range Rover,2010,12,18,6,AWD,510,461,109,85,242
Land Rover,2010 Land Rover Range Rover Sport,2010,13,18,6,AWD,375,375,174,247,140
Land Rover,2011 Land Rover LR2,2011,15,22,6,AWD,230,234,146,203,212
Land Rover,2011 Land Rover LR4,2011,12,17,6,AWD,375,375,220,95,229
Land Rover,2011 Land Rover Range Rover,2011,12,18,6,AWD,510,461,109,85,242
Land Rover,2011 Land Rover Range Rover Sport,2011,13,18,6,AWD,375,375,167,252,209
Land Rover,2012 Land Rover LR4,2012,12,17,6,AWD,375,375,220,39,128
Land Rover,2012 Land Rover Range Rover,2012,12,18,6,AWD,375,375,106,85,166
Land Rover,2012 Land Rover Range Rover Evoque,2012,18,28,6,AWD,240,251,14,99,77
Land Rover,2012 Land Rover Range Rover Sport,2012,13,18,6,AWD,375,375,167,252,108
Lexus,2010 Lexus ES,2010,19,27,6,FWD,272,254,6,150,28
Lexus,2010 Lexus GS,2010,18,25,6,AWD,303,274,235,155,29
Lexus,2010 Lexus IS,2010,18,26,6,RWD,204,185,228,145,8
Lexus,2010 Lexus IS C,2010,18,26,6,RWD,204,185,27,134,8
Lexus,2010 Lexus IS F,2010,16,23,8,RWD,416,371,53,135,24
Lexus,2010 Lexus LS,2010,16,24,8,RWD,380,367,195,195,82
Lexus,2010 Lexus LX,2010,12,18,6,AWD,383,403,127,128,179
Lexus,2011 Lexus ES,2011,19,27,6,FWD,268,248,6,150,28
Lexus,2011 Lexus GS,2011,18,25,6,AWD,303,274,237,155,28
Lexus,2011 Lexus IS,2011,18,25,6,AWD,306,277,228,145,8
Lexus,2011 Lexus IS C,2011,19,27,6,RWD,204,185,22,135,8
Lexus,2011 Lexus LS,2011,16,24,8,RWD,380,367,196,195,83
Lexus,2011 Lexus LX,2011,12,18,6,AWD,383,403,127,128,179
Lexus,2011 lexus IS F,2011,16,23,8,RWD,416,371,53,135,24
Lexus,2012 Lexus ES,2012,19,28,6,FWD,268,248,6,150,28
Lexus,2012 Lexus IS,2012,21,30,6,RWD,204,185,228,145,8
Lexus,2012 Lexus IS C,2012,19,27,6,RWD,204,185,27,135,8
Lexus,2012 Lexus IS F,2012,16,23,8,RWD,416,371,53,135,24
Lexus,2012 Lexus LFA,2012,11,16,6,RWD,552,354,153,195,102
Lexus,2012 Lexus LS,2012,16,24,8,RWD,380,367,196,195,83
Lexus,2012 Lexus RX,2012,18,24,6,AWD,270,248,162,184,93
Lincoln,2010 Lincoln MKS,2010,17,24,6,FWD,273,270,64,28,135
Lincoln,2010 Lincoln MKT,2010,17,23,6,FWD,268,267,153,175,138
Lincoln,2010 Lincoln MKX,2010,17,23,6,AWD,265,250,129,178,133
Lincoln,2010 Lincoln MKZ Sedan,2010,17,24,6,AWD,263,249,212,165,41
Lincoln,2010 Lincoln Navigator,2010,9,13,6,RWD,310,365,39,196,191
Lincoln,2010 Lincoln Town Car,2010,16,24,4,RWD,239,287,247,221,201
Lincoln,2011 Lincoln MKS,2011,16,23,6,AWD,273,270,64,28,135
Lincoln,2011 Lincoln MKT,2011,16,21,6,AWD,355,350,153,175,138
Lincoln,2011 Lincoln MKX,2011,19,26,6,FWD,305,280,134,173,138
Lincoln,2011 Lincoln MKZ Sedan,2011,18,27,6,FWD,263,249,212,165,41
Lincoln,2011 Lincoln Navigator,2011,9,13,6,AWD,310,365,39,191,191
Lincoln,2011 Lincoln Town Car,2011,12,17,4,RWD,239,287,95,218,201
Lincoln,2012 Lincoln MKS,2012,17,25,6,FWD,274,270,64,28,135
Lincoln,2012 Lincoln MKT,2012,17,24,6,FWD,268,267,153,175,138
Lincoln,2012 Lincoln MKX,2012,19,26,6,FWD,305,280,134,173,138
Lincoln,2012 Lincoln MKZ,2012,18,27,6,FWD,263,249,212,165,41
Lincoln,2012 Lincoln Navigator,2012,10,14,6,RWD,310,365,173,196,209
Lotus,2009 Lotus Elise,2009,21,27,6,RWD,189,133,200,93,183
Lotus,2009 Lotus Exige,2009,20,26,6,RWD,240,170,200,144,191
Lotus,2010 Lotus Elise,2010,20,26,6,RWD,218,156,200,93,183
Lotus,2010 Lotus Exige,2010,20,26,6,RWD,240,170,200,146,183
Lotus,2011 Lotus Elise,2011,21,27,6,RWD,189,133,200,93,183
Lotus,2011 Lotus Evora,2011,17,27,6,RWD,276,258,244,197,57
Lotus,2011 Lotus Exige,2011,20,26,6,RWD,240,170,213,134,191
MINI,2010 MINI Clubman,2010,28,36,6,FWD,118,114,99,147,148
MINI,2010 MINI Cooper Convertible,2010,28,36,6,FWD,118,114,114,127,148
MINI,2010 MINI Cooper Hardtop,2010,28,37,6,FWD,118,114,114,127,148
MINI,2011 MINI Clubman,2011,28,35,6,FWD,121,114,119,144,148
MINI,2011 MINI Cooper Convertible,2011,28,35,6,FWD,121,114,139,134,148
MINI,2011 MINI Cooper Hardtop,2011,29,37,6,FWD,121,114,139,127,148
MINI,2011 MINI Countryman,2011,28,35,6,FWD,121,114,11,26,252
MINI,2012 MINI Clubman,2012,27,35,6,FWD,121,114,119,144,148
MINI,2012 MINI Cooper Convertible,2012,27,35,6,FWD,121,114,139,134,148
MINI,2012 MINI Cooper Coupe,2012,29,37,6,FWD,121,114,144,99,148
MINI,2012 MINI Cooper Hardtop,2012,29,37,6,FWD,121,114,139,127,148
MINI,2012 MINI Countryman,2012,27,35,6,FWD,121,114,11,26,252
Maserati,2010 Maserati GranTurismo Convertible,2010,12,19,6,RWD,433,361,17,73,123
Maserati,2010 Maserati GranTurismo Coup,2010,12,19,6,RWD,405,339,17,73,123
Maserati,2010 Maserati Quattroporte,2010,12,20,6,RWD,400,339,233,157,102
