Make,Model,Year,MPG City,MPG Highway,Gears,Drive Type,Horsepower,Torque,Length,Height,Width
Maserati,2011 Maserati GranTurismo Convertible,2011,12,20,6,RWD,433,361,17,73,54
Maserati,2011 Maserati GranTurismo Coup,2011,13,20,6,RWD,405,339,17,73,123
Maserati,2011 Maserati Quattroporte,2011,12,20,6,RWD,400,339,233,157,102
Maybach,2009 Maybach Landaulet,2009,10,16,5,RWD,604,738,20,38,189
Maybach,2010 Maybach 57,2010,10,16,5,RWD,631,738,95,38,189
Maybach,2010 Maybach 62,2010,10,16,5,RWD,543,664,20,38,189
Maybach,2010 Maybach Landaulet,2010,10,16,5,RWD,604,738,20,38,189
Maybach,2011 Maybach 57,2011,10,16,5,RWD,620,738,95,1,189
Maybach,2011 Maybach 62,2011,10,16,5,RWD,620,738,20,38,189
Maybach,2011 Maybach Landaulet,2011,10,16,5,RWD,620,738,20,38,189
Mazda,2010 Mazda CX-7,2010,20,28,5,FWD,161,161,73,109,79
Mazda,2010 Mazda CX-9,2010,16,22,6,FWD,273,270,210,191,143
Mazda,2010 Mazda MX-5 Miata,2010,22,28,5,RWD,167,140,155,220,183
Mazda,2010 Mazda Mazda3 4-Door,2010,25,33,5,FWD,148,135,237,190,219
Mazda,2010 Mazda Mazda3 5-Door,2010,21,29,6,FWD,167,168,153,190,219
Mazda,2010 Mazda Mazda5,2010,22,28,5,FWD,153,148,2,94,216
Mazda,2010 Mazda Mazda6,2010,20,29,6,FWD,170,167,55,190,46
Mazda,2010 Mazda Mazdaspeed3,2010,18,25,6,FWD,263,280,159,180,234
Mazda,2010 Mazda RX-8,2010,16,22,6,RWD,232,159,108,61,234
Mazda,2010 Mazda Tribute,2010,22,28,5,FWD,171,171,90,188,13
Mazda,2011 Mazda CX-7,2011,20,28,5,FWD,161,161,73,109,79
Mazda,2011 Mazda CX-9,2011,17,24,6,FWD,273,270,221,191,143
Mazda,2011 Mazda MX-5 Miata,2011,22,28,5,RWD,167,140,155,220,183
Mazda,2011 Mazda Mazda2,2011,29,35,5,FWD,100,98,109,195,158
Mazda,2011 Mazda Mazda3 4-Door,2011,25,33,5,FWD,148,135,237,190,219
Mazda,2011 Mazda Mazda3 5-Door,2011,20,28,6,FWD,167,168,153,190,219
Mazda,2011 Mazda Mazda6,2011,21,30,6,FWD,170,167,55,190,46
Mazda,2011 Mazda Mazdaspeed3,2011,18,25,6,FWD,263,280,159,180,234
Mazda,2011 Mazda RX-8,2011,16,22,6,RWD,232,159,108,61,234
Mazda,2011 Mazda Tribute,2011,23,28,5,FWD,171,171,90,188,13
Mazda,2012 Mazda CX-9,2012,17,24,6,FWD,273,270,221,191,143
Mazda,2012 Mazda MX-5 Miata,2012,22,28,5,RWD,167,158,155,220,183
Mazda,2012 Mazda Mazda2,2012,29,35,5,FWD,100,98,109,195,158
Mazda,2012 Mazda Mazda3 4-Door,2012,25,33,5,FWD,148,135,237,190,219
Mazda,2012 Mazda Mazda3 5-Door,2012,27,38,6,FWD,155,148,153,190,219
Mazda,2012 Mazda Mazda5,2012,21,28,6,FWD,157,163,232,79,214
Mazda,2012 Mazda Mazda6,2012,21,30,6,FWD,170,167,55,190,46
Mazda,2012 Mazda Mazdaspeed3,2012,18,25,6,FWD,263,280,159,180,234
Mercedes-Benz,2010 Mercedes-Benz C-Class,2010,18,26,6,RWD,228,221,22,150,234
Mercedes-Benz,2010 Mercedes-Benz CL-Class,2010,14,21,7,AWD,382,391,200,137,79
Mercedes-Benz,2010 Mercedes-Benz CLS-Class,2010,14,21,7,RWD,382,391,53,134,79
Mercedes-Benz,2010 Mercedes-Benz E-Class Coupe,2010,15,23,7,RWD,382,391,91,117,249
Mercedes-Benz,2010 Mercedes-Benz E-Class Sedan,2010,17,24,7,AWD,268,258,5,185,62
Mercedes-Benz,2010 Mercedes-Benz G-Class,2010,11,15,7,AWD,382,391,78,138,31
Mercedes-Benz,2010 Mercedes-Benz GL-Class,2010,17,23,7,AWD,210,400,231,46,148
Mercedes-Benz,2010 Mercedes-Benz GLK-Class,2010,16,22,7,RWD,268,258,174,163,95
Mercedes-Benz,2010 Mercedes-Benz M-Class,2010,13,18,7,AWD,382,391,172,24,118
Mercedes-Benz,2010 Mercedes-Benz R-Class,2010,18,24,7,AWD,210,400,36,125,166
Mercedes-Benz,2010 Mercedes-Benz SLK-Class,2010,18,26,6,RWD,228,221,6,17,252
Mercedes-Benz,2011 Mercedes-Benz C-Class,2011,18,26,6,RWD,228,221,22,150,234
Mercedes-Benz,2011 Mercedes-Benz CL-Class,2011,12,18,5,RWD,510,612,231,137,79
Mercedes-Benz,2011 Mercedes-Benz CLS-Class,2011,12,18,7,RWD,507,465,53,134,79
Mercedes-Benz,2011 Mercedes-Benz E-Class Cabriolet,2011,15,22,7,RWD,382,391,91,117,249
Mercedes-Benz,2011 Mercedes-Benz E-Class Coupe,2011,17,26,7,RWD,268,258,91,111,249
Mercedes-Benz,2011 Mercedes-Benz E-Class Sedan,2011,15,23,7,RWD,382,391,5,190,62
Mercedes-Benz,2011 Mercedes-Benz E-Class Wagon,2011,16,23,7,AWD,268,258,30,216,62
Mercedes-Benz,2011 Mercedes-Benz G-Class,2011,11,15,7,AWD,382,391,78,138,31
Mercedes-Benz,2011 Mercedes-Benz GL-Class,2011,12,17,7,AWD,382,391,231,46,148
Mercedes-Benz,2011 Mercedes-Benz GLK-Class,2011,16,21,7,AWD,268,258,174,163,224
Mercedes-Benz,2011 Mercedes-Benz M-Class,2011,16,20,7,RWD,268,258,172,24,118
Mercedes-Benz,2011 Mercedes-Benz R-Class,2011,18,24,7,AWD,210,400,36,125,166
Mercedes-Benz,2011 Mercedes-Benz SL-Class,2011,14,22,7,RWD,382,391,230,17,22
Mercedes-Benz,2011 Mercedes-Benz SLK-Class,2011,17,26,6,RWD,228,221,6,17,252
Mercury,2010 Mercury Grand Marquis,2011,12,17,4,RWD,224,275,8,150,196
Mercury,2010 Mercury Mariner,2010,21,28,6,FWD,171,171,98,191,13
Mercury,2010 Mercury Milan,2010,22,29,6,FWD,175,172,192,165,41
Mercury,2011 Mercury Grand Marquis,2011,12,17,4,RWD,224,275,8,150,196
Mercury,2011 Mercury Mariner,2011,21,28,6,FWD,171,171,98,191,13
Mercury,2011 Mercury Milan,2011,22,29,6,FWD,175,172,192,165,41
Mitsubishi,2010 Mitsubishi Eclipse Coupe,2010,16,24,5,FWD,265,262,230,71,41
Mitsubishi,2010 Mitsubishi Eclipse Spyder,2010,16,24,5,FWD,265,262,230,109,41
Mitsubishi,2010 Mitsubishi Endeavor,2010,15,21,4,FWD,225,255,238,231,77
Mitsubishi,2010 Mitsubishi Galant,2010,21,30,4,FWD,160,157,245,190,46
Mitsubishi,2010 Mitsubishi Lancer,2010,22,31,5,FWD,152,146,220,210,226
Mitsubishi,2010 Mitsubishi Lancer Evolution,2010,16,22,5,AWD,291,300,143,200,19
Mitsubishi,2010 Mitsubishi Lancer Sportback,2010,20,27,5,FWD,168,167,230,236,226
Mitsubishi,2010 Mitsubishi Outlander,2010,18,24,6,AWD,230,215,57,142,8
Mitsubishi,2011 Mitsubishi Eclipse Coupe,2011,20,28,4,FWD,162,162,230,71,41
Mitsubishi,2011 Mitsubishi Eclipse Spyder,2011,20,27,4,FWD,162,162,230,94,41
Mitsubishi,2011 Mitsubishi Endeavor,2011,15,21,4,FWD,225,255,238,231,77
Mitsubishi,2011 Mitsubishi Galant,2011,21,30,4,FWD,160,157,245,193,46
Mitsubishi,2011 Mitsubishi Lancer,2011,24,33,5,FWD,148,146,220,210,226
Mitsubishi,2011 Mitsubishi Lancer Evolution,2011,17,23,5,AWD,291,300,143,200,19
Mitsubishi,2011 Mitsubishi Lancer Sportback,2011,24,32,5,FWD,148,145,230,236,226
Mitsubishi,2011 Mitsubishi Outlander,2011,19,26,6,FWD,230,215,57,183,8
Mitsubishi,2011 Mitsubishi Outlander Sport,2011,24,31,5,FWD,148,145,199,94,234
Mitsubishi,2012 Mitsubishi Eclipse Coupe,2012,17,25,5,FWD,265,262,230,71,41
Mitsubishi,2012 Mitsubishi Eclipse Spyder,2012,20,27,4,FWD,162,162,230,94,41
Mitsubishi,2012 Mitsubishi Galant,2012,21,30,4,FWD,160,157,245,185,46
Mitsubishi,2012 Mitsubishi Outlander,2012,19,25,6,AWD,230,215,57,144,8
Nissan,2009 Nissan 370Z Coupe,2009,18,26,6,RWD,350,276,75,35,52
Nissan,2009 Nissan Cube,2009,24,29,6,FWD,122,127,140,115,158
Nissan,2009 Nissan Pathfinder,2009,15,22,5,RWD,266,288,25,41,57
Nissan,2010 Nissan 370Z Coupe,2010,18,26,6,RWD,350,276,75,35,52
Nissan,2010 Nissan 370Z Roadster,2010,18,25,6,RWD,332,270,150,45,57
Nissan,2010 Nissan Altima Coupe,2010,23,32,6,FWD,175,180,242,139,3
Nissan,2010 Nissan Armada,2010,12,18,5,AWD,317,385,155,189,222
Nissan,2010 Nissan Cube,2010,25,30,6,FWD,122,127,140,115,158
Nissan,2010 Nissan Frontier,2010,15,20,5,RWD,261,281,99,234,57
Nissan,2010 Nissan Pathfinder,2010,14,20,5,AWD,266,288,20,52,57
Nissan,2010 Nissan Sentra,2010,24,31,6,FWD,140,147,214,231,254
Nissan,2010 Nissan Titan,2010,13,18,5,RWD,317,385,72,102,227
Nissan,2010 Nissan Versa Hatchback,2010,24,32,4,FWD,122,127,199,254,158
Nissan,2010 Nissan Versa Sedan,2010,26,31,6,FWD,122,127,118,254,158
Nissan,2010 Nissan Xterra,2010,15,20,5,AWD,261,281,186,110,57
Nissan,2011 Nissan 370Z Coupe,2011,18,26,6,RWD,350,276,52,43,52
Nissan,2011 Nissan 370Z Roadster,2011,18,25,6,RWD,332,270,150,45,57
Nissan,2011 Nissan Altima Coupe,2011,23,31,6,FWD,175,180,242,139,3
Nissan,2011 Nissan Armada,2011,12,18,5,AWD,317,385,155,189,222
Nissan,2011 Nissan Cube,2011,25,30,6,FWD,122,127,140,115,158
Nissan,2011 Nissan Frontier,2011,19,23,5,RWD,152,171,99,208,57
Nissan,2011 Nissan Juke,2011,24,31,6,FWD,188,177,28,33,229
Nissan,2011 Nissan Pathfinder,2011,15,22,5,RWD,266,288,20,41,57
Nissan,2011 Nissan Sentra,2011,21,28,6,FWD,200,180,222,221,254
Nissan,2011 Nissan Titan,2011,13,18,5,RWD,317,385,72,102,227
Nissan,2011 Nissan Versa Hatchback,2011,26,31,6,FWD,122,127,199,254,158
Nissan,2011 Nissan Versa Sedan,2011,24,32,4,FWD,122,127,118,254,158
Nissan,2011 Nissan Xterra,2011,16,20,6,AWD,261,281,186,110,57
Nissan,2012 Nissan 370Z Coupe,2012,18,26,6,RWD,332,270,150,35,52
Nissan,2012 Nissan 370Z Roadster,2012,18,25,6,RWD,332,270,150,45,57
Nissan,2012 Nissan Altima Coupe,2012,23,31,6,FWD,175,180,242,139,3
Nissan,2012 Nissan Armada,2012,13,19,5,RWD,317,385,155,168,222
Nissan,2012 Nissan JUKE,2012,25,31,6,FWD,188,177,28,33,229
Nissan,2012 Nissan Pathfinder,2012,15,22,5,RWD,266,288,20,36,57
Nissan,2012 Nissan Sentra,2012,21,28,6,FWD,200,180,222,221,254
Nissan,2012 Nissan Titan,2012,13,18,5,RWD,317,385,72,102,227
Nissan,2012 Nissan Versa Hatchback,2012,24,32,4,FWD,122,127,199,254,158
Nissan,2012 Nissan Versa Sedan,2012,27,36,5,FWD,109,107,103,233,158
Nissan,2012 Nissan Xterra,2012,16,22,5,RWD,261,281,186,110,57
Porsche,2010 Porsche 911 Cabriolet,2010,18,25,6,RWD,345,288,108,30,16
Porsche,2010 Porsche 911 Coupe,2010,18,25,6,RWD,345,288,108,30,16
Porsche,2010 Porsche Boxster,2010,19,26,6,RWD,310,266,19,12,8
Porsche,2010 Porsche Cayenne,2010,12,19,6,AWD,550,553,187,158,138
Porsche,2010 Porsche Cayman,2010,19,27,6,RWD,265,221,24,23,8
Porsche,2011 Porsche 911 Cabriolet,2011,16,24,6,AWD,500,480,125,20,60
Porsche,2011 Porsche 911 Coupe,2011,18,25,6,AWD,385,310,109,20,16
Porsche,2011 Porsche Boxster,2011,19,26,6,RWD,310,266,19,12,8
Porsche,2011 Porsche Cayenne,2011,15,22,6,AWD,300,295,238,175,146
Porsche,2011 Porsche Cayenne S Hybrid,2011,20,24,8,AWD,380,427,238,175,146
Porsche,2011 Porsche Cayman,2011,19,27,6,RWD,265,221,24,23,8
Rolls-Royce,2010 Rolls-Royce Ghost,2010,13,20,8,RWD,563,575,24,13,156
Rolls-Royce,2010 Rolls-Royce Phantom Coupe,2010,11,18,6,RWD,453,531,234,61,194
Rolls-Royce,2010 Rolls-Royce Phantom Drophead Coupe,2010,11,18,6,RWD,453,531,232,43,194
Rolls-Royce,2010 Rolls-Royce Phantom Sedan,2010,11,18,6,RWD,453,531,202,102,196
Rolls-Royce,2011 Rolls-Royce Ghost,2011,13,20,8,RWD,563,575,24,13,156
Rolls-Royce,2011 Rolls-Royce Phantom Coupe,2011,11,18,6,RWD,453,531,234,61,194
Rolls-Royce,2011 Rolls-Royce Phantom Drophead Coupe,2011,11,18,6,RWD,453,531,232,43,194
Rolls-Royce,2011 Rolls-Royce Phantom Sedan,2011,11,18,6,RWD,453,531,207,102,196
Saab,2010 Saab 9-3 Convertible,2010,19,27,5,FWD,210,221,37,157,244
Saab,2010 Saab 9-3 Sport Sedan,2010,19,28,5,FWD,210,221,37,170,8
Saab,2010 Saab 9-3 SportCombi,2010,20,29,6,AWD,210,221,80,249,8
Saab,2010 Saab 9-5 Sedan,2010,16,27,6,AWD,300,295,144,185,74
Saab,2011 Saab 9-3 Convertible,2011,20,29,6,FWD,210,221,37,157,244
Saab,2011 Saab 9-3 Sport Sedan,2011,19,28,5,FWD,210,221,37,170,8
Saab,2011 Saab 9-3 SportCombi,2011,21,31,6,FWD,210,221,63,216,8
Saab,2011 Saab 9-4X,2011,18,25,6,FWD,265,223,220,142,113
Saab,2011 Saab 9-5 Sedan,2011,13,21,6,FWD,220,258,144,188,69
Saab,2012 Saab 9-3 Convertible,2012,15,23,6,FWD,220,258,37,157,244
Saab,2012 Saab 9-3 Sport Sedan,2012,19,29,6,FWD,220,258,37,170,8
Saab,2012 Saab 9-3 SportCombi,2012,15,23,6,FWD,220,258,63,170,8
Scion,2010 Scion tC,2010,20,27,5,FWD,161,162,67,134,219
Scion,2010 Scion xB,2010,22,28,5,FWD,158,162,153,64,224
Scion,2010 Scion xD,2010,27,33,5,FWD,128,125,89,244,188
Scion,2011 Scion tC,2011,23,31,6,FWD,180,173,67,134,3
Scion,2011 Scion xB,2011,22,28,5,FWD,158,162,153,74,224
Scion,2011 Scion xD,2011,27,33,5,FWD,128,125,89,228,188
Scion,2012 Scion tC,2012,23,31,6,FWD,180,173,67,134,3
Scion,2012 Scion xB,2012,22,28,5,FWD,158,162,153,74,224
Subaru,2010 Subaru Forester,2010,19,24,4,AWD,224,226,207,163,244
Subaru,2010 Subaru Impreza Hatchback,2010,19,24,4,AWD,224,226,62,195,203
Subaru,2010 Subaru Impreza Sedan,2011,20,26,4,AWD,170,170,227,195,203
Subaru,2010 Subaru Impreza WRX Hatchback,2010,17,23,6,AWD,305,290,62,195,3
Subaru,2010 Subaru Impreza WRX Sedan,2010,18,25,5,AWD,265,244,227,195,203
Subaru,2010 Subaru Legacy,2010,19,27,6,AWD,170,170,126,226,29
Subaru,2010 Subaru Outback,2010,18,25,5,AWD,256,247,172,132,29
Subaru,2011 Subaru Forester,2011,19,24,4,AWD,224,226,207,163,244
Subaru,2011 Subaru Impreza Hatchback,2011,20,26,4,AWD,170,170,62,195,203
Subaru,2011 Subaru Impreza Sedan,2011,20,26,4,AWD,170,170,227,195,203
Subaru,2011 Subaru Impreza WRX Hatchback,2011,17,23,6,AWD,305,290,62,195,3
Subaru,2011 Subaru Impreza WRX Sedan,2011,19,25,5,AWD,265,244,227,195,3
Subaru,2011 Subaru Legacy,2011,18,25,5,AWD,256,247,126,226,29
Subaru,2011 Subaru Outback,2011,19,27,6,AWD,170,170,172,132,29
Subaru,2012 Subaru Forester,2012,21,27,5,AWD,170,174,207,163,244
Subaru,2012 Subaru Impreza Hatchback,2012,25,34,5,AWD,148,145,62,185,203
Subaru,2012 Subaru Impreza Sedan,2012,25,34,5,AWD,148,145,227,195,203
Subaru,2012 Subaru Legacy,2012,19,27,6,AWD,170,170,126,226,29
Subaru,2012 Subaru Outback,2012,19,27,6,AWD,170,170,172,132,29
Suzuki,2010 Suzuki Equator,2010,15,20,5,RWD,261,281,127,244,57
Suzuki,2010 Suzuki Grand Vitara,2010,19,26,5,RWD,166,162,148,158,19
Suzuki,2010 Suzuki Kizashi,2010,21,31,6,FWD,185,170,42,200,29
Suzuki,2010 Suzuki SX4 Sedan,2010,23,33,6,FWD,150,140,138,8,193
Suzuki,2010 Suzuki SX4 Sportback,2010,22,30,6,FWD,150,140,39,43,219
Suzuki,2011 Suzuki Equator,2011,15,20,5,RWD,261,281,127,244,57
Suzuki,2011 Suzuki Grand Vitara,2011,19,26,5,RWD,166,162,148,148,19
Suzuki,2011 Suzuki Kizashi,2011,21,31,6,FWD,185,170,42,200,29
Suzuki,2011 Suzuki SX4 Sedan,2011,23,33,6,FWD,150,140,138,8,193
Suzuki,2011 Suzuki SX4 Sportback,2011,22,30,6,FWD,150,140,18,33,219
Suzuki,2012 Suzuki Kizashi,2012,21,31,6,FWD,185,170,42,200,29
Suzuki,2012 Suzuki SX4 Crossover,2012,22,30,6,AWD,150,140,39,69,219
Suzuki,2012 Suzuki SX4 Sedan,2012,23,33,6,FWD,150,140,138,8,193
Suzuki,2012 Suzuki SX4 Sportback,2012,23,30,6,FWD,150,140,18,33,219
Toyota,2010 Toyota 4Runner,2010,18,23,4,RWD,157,178,216,24,133
Toyota,2010 Toyota Avalon,2010,19,28,6,FWD,268,248,155,205,57
Toyota,2010 Toyota Camry,2010,22,33,6,FWD,169,167,197,191,29
Toyota,2010 Toyota Corolla,2010,26,35,5,FWD,132,128,187,186,224
Toyota,2010 Toyota FJ Cruiser,2010,17,22,5,RWD,260,271,63,19,113
Toyota,2010 Toyota Highlander,2010,20,27,6,FWD,187,186,177,194,118
Toyota,2010 Toyota Land Cruiser,2010,13,18,6,AWD,381,401,87,88,179
Toyota,2010 Toyota Matrix,2010,26,32,5,FWD,132,128,14,13,229
Toyota,2010 Toyota RAV4,2010,22,28,4,FWD,179,172,12,148,24
Toyota,2010 Toyota Sequoia,2010,14,19,6,RWD,310,327,89,102,234
Toyota,2010 Toyota Sienna,2010,17,23,5,FWD,266,245,241,214,173
Toyota,2010 Toyota Tacoma,2010,20,26,5,RWD,159,180,228,132,41
Toyota,2010 Toyota Tundra,2010,15,19,5,RWD,236,266,208,133,237
Toyota,2010 Toyota Venza,2010,21,29,6,FWD,182,182,192,74,113
Toyota,2010 Toyota Yaris 3-Door Liftback,2010,29,36,5,FWD,106,103,241,244,158
Toyota,2010 Toyota Yaris 5-Door Liftback,2010,29,36,5,FWD,106,103,241,244,158
Toyota,2010 Toyota Yaris Sedan,2010,29,36,5,FWD,106,103,204,180,153
Toyota,2011 Toyota 4Runner,2011,17,23,5,RWD,270,278,216,24,133
Toyota,2011 Toyota Avalon,2011,20,29,6,FWD,268,248,155,206,57
Toyota,2011 Toyota Camry,2011,22,33,6,FWD,169,167,198,191,29
Toyota,2011 Toyota Corolla,2011,28,35,5,FWD,132,128,220,186,227
Toyota,2011 Toyota FJ Cruiser,2011,17,22,5,RWD,260,271,63,19,113
Toyota,2011 Toyota Highlander,2011,20,25,6,FWD,187,186,177,194,118
Toyota,2011 Toyota Land Cruiser,2011,13,18,6,AWD,381,401,87,88,179
Toyota,2011 Toyota Matrix,2011,26,32,5,FWD,132,128,14,13,229
Toyota,2011 Toyota RAV4,2011,22,28,4,FWD,179,172,12,148,24
Toyota,2011 Toyota Sequoia,2011,14,20,6,RWD,310,327,89,163,237
Toyota,2011 Toyota Sienna,2011,19,24,6,FWD,187,186,221,229,191
Toyota,2011 Toyota Tacoma,2011,21,25,5,RWD,159,180,228,135,41
Toyota,2011 Toyota Tundra,2011,16,20,5,RWD,236,266,208,133,237
Toyota,2011 Toyota Venza,2011,21,27,6,FWD,182,182,192,74,113
Toyota,2011 Toyota Yaris 3-Door Liftback,2011,29,36,5,FWD,106,103,241,244,158
Toyota,2011 Toyota Yaris 5-Door Liftback,2011,29,36,5,FWD,106,103,241,244,158
Toyota,2011 Toyota Yaris Sedan,2011,29,36,5,FWD,106,103,204,180,153
Toyota,2012 Toyota 4Runner,2012,17,23,5,RWD,270,278,215,24,133
Toyota,2012 Toyota Camry,2012,25,35,6,FWD,178,170,197,190,29
Toyota,2012 Toyota FJ Cruiser,2012,17,20,5,RWD,260,271,63,19,113
Toyota,2012 Toyota Highlander,2012,20,25,6,FWD,187,186,177,193,118
Toyota,2012 Toyota Sequoia,2012,14,20,6,RWD,310,327,89,163,237
Toyota,2012 Toyota Sienna,2012,19,24,6,FWD,187,186,221,214,191
Toyota,2012 Toyota Yaris 3-Door Liftback,2012,30,38,5,FWD,106,103,58,228,158
Toyota,2012 Toyota Yaris 5-Door Liftback,2012,30,35,4,FWD,106,103,58,228,158
Volkswagen,2010  Volkswagen Routan,2010,16,23,6,FWD,197,230,15,214,161
Volkswagen,2010 Volkswagen CC,2010,21,31,6,FWD,200,207,215,137,62
Volkswagen,2010 Volkswagen GTI 2-Door,2010,21,31,6,FWD,200,207,115,188,242
Volkswagen,2010 Volkswagen GTI 4-Door,2010,21,31,6,FWD,200,207,115,188,242
Volkswagen,2010 Volkswagen Golf 2-Door,2010,30,41,6,FWD,140,236,105,200,249
Volkswagen,2010 Volkswagen Golf 4-Door,2010,23,30,6,FWD,170,177,105,200,249
Volkswagen,2010 Volkswagen Jetta,2010,23,30,6,FWD,170,177,202,177,244
Volkswagen,2010 Volkswagen Tiguan,2010,19,26,6,FWD,200,207,75,148,16
Volkswagen,2010 Volkswagen Touareg,2010,14,19,6,AWD,280,265,146,191,135
Volkswagen,2011 Volkswagen CC,2011,21,31,6,FWD,200,207,190,137,62
Volkswagen,2011 Volkswagen GTI 2-Door,2011,21,31,6,FWD,200,207,115,188,242
Volkswagen,2011 Volkswagen GTI 4-Door,2011,21,31,6,FWD,200,207,115,188,242
Volkswagen,2011 Volkswagen Golf 2-Door,2011,23,33,5,FWD,170,177,105,200,249
Volkswagen,2011 Volkswagen Golf 4-Door,2011,24,31,6,FWD,170,177,105,200,249
Volkswagen,2011 Volkswagen Jetta,2011,23,33,5,FWD,170,177,19,172,242
Volkswagen,2011 Volkswagen Jetta SportWagen,2011,23,33,5,FWD,170,177,204,223,244
Volkswagen,2011 Volkswagen Routan,2011,17,25,6,FWD,283,260,23,115,161
Volkswagen,2011 Volkswagen Tiguan,2011,18,26,6,FWD,200,207,75,148,16
Volkswagen,2012 Volkswagen Beetle,2012,22,31,5,FWD,170,177,181,205,16
Volkswagen,2012 Volkswagen CC,2012,21,31,6,FWD,200,207,190,137,62
Volkswagen,2012 Volkswagen GTI 2-Door,2012,21,31,6,FWD,200,207,115,188,242
Volkswagen,2012 Volkswagen GTI 4-Door,2012,21,31,6,FWD,200,207,115,188,242
Volkswagen,2012 Volkswagen Golf 2-Door,2012,23,33,5,FWD,170,177,105,200,249
Volkswagen,2012 Volkswagen Golf 4-Door,2012,24,31,6,FWD,170,177,105,200,249
Volkswagen,2012 Volkswagen Golf R 2-Door,2012,19,27,6,AWD,256,243,115,180,242
Volkswagen,2012 Volkswagen Golf R 4-Door,2012,19,27,6,AWD,256,243,115,180,242
Volkswagen,2012 Volkswagen Jetta,2012,24,34,5,FWD,115,125,19,172,242
Volkswagen,2012 Volkswagen Jetta SportWagen,2012,23,33,5,FWD,170,177,204,223,244
Volkswagen,2012 Volkswagen Passat,2012,22,32,5,FWD,170,177,2,205,41
Volkswagen,2012 Volkswagen Routan,2012,17,25,6,FWD,283,260,23,214,161
Volkswagen,2012 Volkswagen Tiguan,2012,18,26,6,FWD,200,207,80,130,16
Volkswagen,2012 Volkswagen Touareg,2012,16,23,8,AWD,280,265,187,196,148
Volkswagen,2012 Volkswagen Touareg Hybrid,2012,20,24,8,AWD,380,425,187,196,148
Volvo,2010 Volvo C30,2010,21,30,5,FWD,227,236,155,167,247
Volvo,2010 Volvo C70,2010,20,28,6,FWD,227,236,230,119,44
Volvo,2010 Volvo S40,2010,21,29,5,FWD,168,170,123,172,234
Volvo,2010 Volvo S80,2010,15,22,6,AWD,311,325,243,213,69
Volvo,2010 Volvo V50,2010,20,26,6,AWD,227,236,169,193,234
Volvo,2010 Volvo V70,2010,18,27,6,FWD,235,236,215,10,69
Volvo,2010 Volvo XC60,2010,16,21,6,AWD,281,295,19,175,97
Volvo,2010 Volvo XC70,2010,16,21,6,AWD,281,295,230,66,69
Volvo,2010 Volvo XC90,2010,15,22,6,FWD,235,236,200,247,105
Volvo,2011 Volvo C30,2011,21,29,6,FWD,227,236,168,167,247
Volvo,2011 Volvo C70,2011,19,28,5,FWD,227,236,7,120,44
Volvo,2011 Volvo S40,2011,21,30,5,FWD,227,236,123,172,234
Volvo,2011 Volvo S60,2011,18,26,6,AWD,300,325,14,203,72
Volvo,2011 Volvo S80,2011,19,27,6,FWD,240,236,243,213,69
Volvo,2011 Volvo V50,2011,21,30,5,FWD,227,236,169,177,234
Volvo,2011 Volvo XC60,2011,17,22,6,AWD,300,325,19,175,97
Volvo,2011 Volvo XC70,2011,18,25,6,FWD,240,236,230,66,69
Volvo,2011 Volvo XC90,2011,16,22,6,FWD,240,236,200,247,105
Volvo,2012 Volvo C30,2012,21,29,6,FWD,227,236,155,167,247
Volvo,2012 Volvo C70,2012,18,28,5,FWD,227,236,230,119,44
Volvo,2012 Volvo S60,2012,20,30,6,FWD,250,266,19,203,72
Volvo,2012 Volvo S80,2012,18,26,6,AWD,300,325,243,213,69
Volvo,2012 Volvo XC60,2012,17,23,6,AWD,325,354,19,175,97
Volvo,2012 Volvo XC70,2012,17,23,6,AWD,300,325,230,66,69
Volvo,2012 Volvo XC90,2012,16,23,6,FWD,240,236,200,247,105
